x_val,future
"[ 59 165  69 113  59 179  44  67 179 100  67 165 179 113  67  97  69 113
  59  69 113  59  69 113  59 179  89  67 179  37  67  17]",[92 67 99 69 92 59 69 92]
"[176 132 140  49  25  67   6  82  69  69 147  69  87  69  21  46  22 172
 156 172 101 169 171  25  25 151  25  91 174  25  67   6]",[ 69  69 147  69  69  16  87  69]
"[143 143  85  87 143  61  61  61 156 140 140 140  25  44  25  25  19 100
  37  37 100  37  37 100  37  37 143  37  53  40  85  61]",[37 37 37 37 37 37 37 37]
"[ 76  78   2  43   2 176  76   2 126 171  34  76   2  30  43   2 135  36
   2  43   2  98   2 126 169  22   2 126 169 135  22   2]",[126 169 176  22   2  56   2  76]
"[117  56  38 139 117  38  56 171  56  38   2  54 117 122 139   2 117 122
 168   2 122  67  56 127 117  38  82   2 117 122 110  38]",[164 122  80  35 139  93 102   9]
"[ 73  17  80 172  53  17  11  49  42  50  29 126 145 159 126 145  53 165
 124  49 123  47  29 180  15 159 180  15 180  15  28 160]",[ 11  42  50 126 145  52 171 172]
"[ 50 170 171 172   8  99 145  33 171 172  71  99 145 171 172 165  99 145
 171 172  99 145 171 172  71  11  50 116 171 172 120  11]",[171 172 165  11  50 171 172  11]
"[169 100  22  46  50 169 100  22  46  50  52 155 172  46  50 169 100  22
   2 126 169 105  76 172  76 172  44 170  46  50 170  48]",[170  22 170 113  50  76  99 126]
"[102  80 102  80 102  80 102  80 102  80 102  80 102  80 102  80 102  80
  59  80 139 102  80 122  46 144  38  88  46  38 144  46]",[ 88  38  46 143  56 162  53 172]
"[ 17 136  17  29  49  29  49  29  49  10  49  17  30  17  52  56  50 118
  69 118  69  70 129  70 129 172 158  11 144  17 148 160]",[132 148 132 148 132 148 145 112]
"[ 21  21  56  21 168 139 139 168 168 142   2 177  67  67 168 168 139 139
 122 122  21  21  21  38   2   2   2  56 138  82  82  67]",[168 168 139 139 167 142 142 142]
"[178  53 137 178 130  76  37 162  76  38 168 142  21  89  38 147  21 168
 104  59 147 168  80  89 168  67 128  59 110 104 154 128]",[137 113 104  59 147 168  21  46]
"[ 38  76  60  76 172 145 145  91  15  68  89 112  15 124  18 112  15 143
  76  15 162  89 108  15  37  61  99 169 162  87  21  38]",[ 46  76 144 162 144 172 162  55]
"[ 93 135 180  34  34  44 180  91 180  34 136  34 136  43  33  98  14  43
 177   2 180 177 180 117 139 135 180 168 180 113  14 142]",[168 168 180  97 176 180  45  86]
"[165   3  76 170 113  56   2  16  56  30 127 135  30  34  43  57  43 176
  43  57  34 135  86  34  43 117 176  43 117 176 114  89]",[174  22 171  89 169 156 114  43]
"[131  17 129 160  68 180 179  28  68  15  18  68 181  18 146  71  49 118
 132 103  29 159  60   1  49  29  49  29  49 116  29  71]",[116  29 159 172 103  29 161  49]
"[ 31  31  31  31  31  31 142  21  66  31  31  31  31 114 111 104  66  31
  31  31  31 136 101  31  76  89  76  66  56  76  89 111]",[ 76  89  56  76  66  76  89 162]
"[ 89 160  39  92 166 113 180  28  92 113 180  28  33  92 161 113 180  28
 161  92  33 113 180  28  33  92  90 124 180  28  90  11]",[124 180  28  39  11 159  97 180]
"[ 44  18  44  18  44  18  44  51  18  44  18  44  18  44  18  44 120  18
  44  18  44  18  44  18  44  90  18  44  18  44  18  44]",[117 159 159  71  71  33  33  71]
"[ 28  29  17  42  28  52 181  28  11  50  28  52  28  29  17  42  28 160
 170 127  17  11  42 123  50  42  11  17 160  52  28 173]",[ 42  28  52 181  28  11  50  28]
"[102  59  61  67  67  38 142 123  98  21  21  21  21  97  98  38  38  38
  38  66 162 162 162  46  61  76  76  76  76  38  38  38]",[ 96 171 171 171 171  38  38  38]
"[ 52  42  52  42  52  22  52  42  56  37 124 169 126 162 160 171 126 171
 180 126  11 126  97  99 160  52 123  28  92  42  92  28]",[ 28  92  42  92  28 127  52 123]
"[ 50 165  52 172 145  42 165 145 172  47  52  50  52  46  28 172  50 172
  56  17  47 172 145 172  38  37 172 145 172 172  28  47]",[ 50  52 162  55 169  50 169 172]
"[171  45 160  11 126 171  22 160  11 126 171 160  11  33 126 169  33  37
  92  39 126 169  90  37  92 126 169 103  37  92 126 169]",[ 92   2 126 171   2 160  11   2]
"[113 170 172  46 170  50  47 170 172  76 170  99  89 170 172  76 145  99
  17 145 169  22 145  92 105 145 169  22  50  92 155  50]",[172  50  17  44  50 145 172  42]
"[ 42 145  92 145  42  46 145  56  17 145  42 145 116  37 145  42 145 120
  89 170   8  50 170  58  89 170 159  50 170  39  89 170]",[170  58  89 169 126 169   8  89]
"[ 38 143 122 142  80  49 102  82  46 144  38 122 142  88  80 102  88  82
 143  59 164  35  49 154  73  80 144 102  82  59  88 164]",[ 88 154 143  73  49  59 120 164]
"[170 171 126  54 117  52 172  99 117 145 171  99 126  52 145 127 117 171
  56  38 117  56 171 145 171  56 171  18 117  56  38 139]",[ 38  56 171  56  38   2  54 117]
"[ 56 123 153 153 153 145  46 124 106 106 106 136 122 124 129 129 106  52
 124 129 129 106  13 171 122 165  60  60  60  40  37 159]",[ 46  40  55  46  88  60  46 143]
"[168 139 107  43 153 125  56  30 139 168 139  58  30  39 103 116  30  30
 160  58  30  39 103 116  30  30 160 120   8  33 103 107]",[120   8  33 103 107 160 103 157]
"[ 56 177 177  76 177  22 177 177 171 177  86 127 150  30 150 135  34 138
  43  57 176 176  36  57  84  84  22 177  54 117 177 177]",[177 177 177 177 177  99 177 177]
"[151 105 151  97 151  97 151  97 151  97  97 151 151  97  61  97  61  44
  61  97  61  97  61  97 151  97 133  97 101 174 151  91]",[105 151  97 151  97  91  97 151]
"[ 22 120 145 170  92  82  33 122 142   8  56  56  71  52 169  42  59  71
 139  80  58  46  46   8 171 172  50 164 161 168 102 159]",[ 38 103  22 162 145 104 103 102]
"[ 57  14  78  14  78  14  78  14  78  14  78  14  78 135  78  56  22 169
 126 169  22  56   2 142  90  51 176 169  37 171 160 126]",[ 99  97 160 117  32 117 165 113]
"[181  74 181 127 112 181 124 107  74  11 102 181 112 181 127  62 181 124
  74 107 102  11 162 181 181 127 107 102 181 124  11 162]",[146 127 123  42  56 127  62  57]
"[ 37  22 145  22  76  89 172 170 172  21  17  76 170  76  38  99  89  76
 169  42  76 142  99  76 169  92  76  76  17  89 172 170]",[ 56  16  22 170  22  76  15  97]
"[ 79   8  79  90  65  51  61  38  21  38  76  60  76 172 145 145  91  15
  68  89 112  15 124  18 112  15 143  76  15 162  89 108]",[ 37  61  99 169 162  87  21  38]
"[179 107  88  90 179  88 107  90  90 179 144  51  88  60 144  88  51  60
  88 144  51  51  60  88 116  29 131  88  29 116 131  29]",[116 116 131  53 116  49 143  53]
"[ 16  47  44  89  25  97 170  39  47 113  89  89  86 180  37  37  87  47
  89  89  87  47 117  89  89  55  89 100  37  37  89  37]",[ 89  37  37  24 180 100  37  40]
"[ 21   2  46 142  21   2  46  76 162 172 162  76  21   2  46 147  92  84
  92  92  92  92  84  92 147  92  98  92  99  50  84 126]",[177  89  79  37  79  65 121  86]
"[ 65  79  65  75  55 156  24  38  21  38  76  60  76 172 145 145  91  15
  68  89 112  15 124  18 112  15 143  76  15 162  89 108]",[ 37  61  99 169 162  87  21  38]
"[ 90 129 131 129 116 120  71  91   8  68 129   8  68   8 129 103  87  90
  87 103  90  71  98  34  71  98  71  34  58 136  39 136]",[ 39  33  88  91 161 135 159 120]
"[ 21  89 170  50 170 101  89 101 169 101 126 119 169 120  89 170  50 170
  89 169 126  51 169  39  89 170  50 170  84  89 169 126]",[147  89 170  50 170  84  89 169]
"[ 80  51   2  38 172 102   8   2  80 162  67  71  38 139  76 159 152 181
 105 159 155  18 159  93 117 159 165 124  97  47 159  15]",[159 160  17 159  92  42 161  50]
"[ 88  80 144 102  80  88 122  46 144  46  88  46  56 143 162  56  53  38
 172 144  46  88  38  36  58 102  53  80  80 144  80  88]",[102  55 168 102  79  59  80 144]
"[ 92  50 159  97  99  17  99  97  50  92  58  50   8  97  99  17  99 147
  97  50  92  50 151  97  99  17  99 147  97  50  92  50]",[97 99 17 99 61 97 99 92]
"[151 172  76 172 128  76  21  21 147  59 168  21  46  22 170 147  22  46
  22  87  46  21  21 151 104  67  80  21  76 172  25 170]",[170  91 172  76  76  91  21  21]
"[169  18 145 127  42  48 145 127 169  18 145 127  42  48 145 127 169  18
 145 127  42  48 145 127 169  18 145 127  42  48  50 181]",[155  50 100  37 155  50 181 169]
"[ 34 136  43  33  98  14  43 177   2 180 177 117 180 135 139 180 168 113
 180  14 142 180 168 168  97 180 176 180  45  86 135 176]",[180 135 180  93 135 180  34  34]
"[103 103  15  11 103 103 103  28  90  11 159  11  11  92  11  42  11  11
  11 159  28  11 159 159 159  28  11 159 159  39  37  51]",[90 11 11 92 11 99 11 11]
"[ 16  42   2  16  56  42  76  16  22  42  21  16  99 170  25  99 170  25
  99  30  42 170 139  30  52 139  30 170 139  34  28 126]",[ 34  92  82  34  99  82 126  30]
"[ 97  50  47  22  92  46  50  76  99  22  92 170  89  50  47  92 113  50
  47  92 113  50  47  92 113  50  47 159  11  42  88  50]",[ 52  88 143 172 162  56  49  46]
"[ 99 177 177 177 126 103 117  54 177 177 103 177 177 177 103 177 177 177
 103 177 177 177  58 175 100 121 121 121 121 121 121 121]",[ 99 121 121 121 126  58 175 100]
"[148 139  59 148  82 148 102  80  42 145 139 122  38  17  46  56  46 132
  56 132 162 122 146  38 146  46  56 152  18 162 172  38]",[ 46  56 142  29 122  29  38 102]
"[ 22  46  22 170  44  22  76 172 170  44 172  46  22 171 113  22   2  76
 171  92  76  21  46 171  92  46  21  46 171  92  46  21]",[171 180  46 142   2 169 180   2]
"[  7 159 126 172  80 159 126 172  80 115 103 171 146  52 171  62 127 123
  56  62   7 152 126 165 172 152 126 165 172 115  54 117]",[160  52 171  62 127 123  56 127]
"[ 47  89 151  89 170  99  17  89  97 151 165  44 105  91  44 165  97  67
  91 104 104  59 154 154  67  91 104 104  67 133 164 164]",[110 110  67  59  59  88 110 110]
"[ 44 180  89  89  16  44  47  89  25  97 170  39  47 113  89  89  86 180
  37  37  87  47  89  89  87 117  47  89  89  55 100  89]",[37 89 37 37 89 37 37 24]
"[ 99 126 180 160  99 126  42 126 135 117  99 126  30 180 160  98  99 126
  43 117 180 160  99 126  99 126  42 170  92 169  43  99]",[ 86 160  99  30 126 171 135 160]
"[105 143 170  44  21 142 139 168  67  97  76  99  67  97  76  99  67  97
  76  99  98 124 125  11 143 125 124  98 143  99  97  99]",[ 97  76  99  67  97  82 123  56]
"[122  28  46  92   2  93 162  11   2  28 162  11 102  28 139  11 102  28
 139  11  21  93 139  11  21  28 139  11  82  28  80  11]",[ 28  80  11 168  93  80  92 168]
"[ 52 131  28  92  42  92  28  92  28  92  42  92  28  92  52 131  28  92
  42  92  28  52  92 131  28  92  42  92  28 153  93 113]",[113  93 113  93 113 123 113  93]
"[ 10 143  10 165  10  10  17  10 143  10  47  17   5 144   5  47   5   5
  17   5 144   5  70 124  11  70 144  70 124  70  70  11]",[144  70   5  47  17   5 144   5]
"[ 38  15 145  18  38  15 145  18  38  15 145  18  38  15 145  18  38  15
 145  18  38  15 145  18  38  15 145  18  38  15  42 127]",[123  42 127  56 123  42 127  56]
"[ 88   6  89  17 174 180  92  47 113  89  89  89  89  89  16  47  44  89
  16  44  47  89  25  44  97  89  16  44  47  89 151 180]",[ 89  16 113  47  89  89  89  89]
"[104 103  82  59 129  21 104  82  59  21 104  82  59  21 139 112 102  59
 104  71  97  17  15  17 120  47  17  89  51  17  51  15]",[ 17  99  90  15  50 160  50  71]
"[171  99 126  52 170 127 117 171  56  21 117  56 171 170 171  56 171  44
 117  56  21 139 117  21  56 171  56  21  46 105 117  21]",[  2 117 122 139   2 122  80  76]
"[169 162  37 102 169  55 129 102 169  38  99 164  76  24 169 164  76 122
 171  35   2 135  76  35   2 142 169 154  38 156  76 154]",[142 169 154  46 129 162 154  46]
"[162 126 162  71 103  88 107 132 146 162  38 161   2  22   2 118  56 162
  12  90  39 159 103  15  11 103 103 103  15  11 103 103]",[ 28  90  11 159  11  11  92  11]
"[ 80 102  67  80 120 170 172 170 139 120 145  52 171  52 171 172  80 129
 170  59  80 139 145 129  80 102  80 102  67  80 120 170]",[170 139 120 145  52 171  52 171]
"[165 139 113 158 124 139  97 158 123 139  47 158 180 139  15 158  71  71
  71  71  71  71  84  33  84  33  84  33  86  33 116 116]",[116 116 116 143 116  34 143  34]
"[126 169  48  44 170 113  25  48  44  25 113 126 169  48  44 170 113  25
  48  44  25 113 126 169  48  44 170 113  25  48  44  25]",[179 169  48  44 170 113  22   6]
"[130 162  76  38  46  40  50  58 162  55  50 124  29  29 129  55  60 144
  60  28  17 146 146  52  60 145  29 179  10  10  71 162]",[ 49 172 144 144  17  49  42 144]
"[172  22  47  92  99  22 169  15  92  99 169  76  89  17  99  21  76  89
  17  99  21  80  89  17  99  80  67  15  37  99  67 104]",[ 89  17 104 154  47  89  11 154]
"[165 165 152 165  10 165 165   5 152 165 165  10 165 165 165   5 152 165
  10 152 165  10 127 123 112  18  18  18  18  18  18 155]",[ 62 127 127  72 181 181  10 152]
"[ 15 146  18  68  94 148  11 146 136  42 146 132  50 172 165 136 136 136
  17 172 165 136 136 136  17 162 165 146 146 148  11  56]",[ 49  49  15 129 172 165 136 136]
"[ 56  76 180  52 171 160  76  56 123 145 171  42  56  38 123 171  38  11
 139  38  28 172  38  17 139  46  28 122  56  17  38  76]",[  2  56  28  38   2 117 122  76]
"[123 173  28  28 173  28  28  56 173  38  46  28  56  28 162 144  56  47
  46  38  47 122 139 148 122  15 139  80  15 102  82 136]",[ 17  82  17 136  17  17  56 136]
"[ 71 112  71 172 140 162  76  46  38 122 139  80 102  67  59  71 146  33
  25  71 146  33  25  71 146 170 151 169 172  22  76  46]",[ 21 142  80 168  51 156  90  87]
"[ 76  36 180  22 107 179  56 107 179  76  36  78  76  36 180  22  99 171
 180 117 169  52 160 170 150  52 170 126 170 126 150   4]",[157  30 157  30  39  42 123 161]
"[145  82 172  82 172  56  80  52  56 139 162  38 122   1   2 146 171  52
  28 160 171 145  15 171 126 180 171 145 123  42 145  97]",[145 123  42 145  15 172 126  97]
"[ 52  28 169  37 172  17 162  11 126 180 162  11 145  15  76  99 178  26
 178  26 178  26 178  26  22  36  92 136  87  87 170  89]",[ 37 172  17 162  11  76  99  46]
"[160 171 126  76 180 160 126  42  22  37 126  42  22  37 126  42  76 117
   2  76 171 171  76 171 126 171  56 123  21  56 171 171]",[ 56 171 170 171   2  57 142   2]
"[  2  56  78  76  22  21  86   2  56 177 117 113  97 123 180  89  82  37
  67 168 104  86 110  86  82  67 176 168 139 142  99  21]",[56 78 76 22 21 86  2 56]
"[ 15  46 165  15  11  15  56 165  15  17  15 159 165  15  42  15 165  15
 103  42  15 161 165  15  71  42  15 120 165  28  50  28]",[165  28  50  28 162 165  15 160]
"[ 68 124  68  27  68  22 146 123 114  38  22   2 146 113 114  56 162 124
  26 123 126  68 180  98 126 180  13 112  50  68  15  68]",[ 68 180  68 112 145  68 123  68]
"[ 31  31  66  31 136 101  31  76  76  56  76  89 111  66  76  89  56  76
  66  76  89 162 162  66  46  76  89 162  76  13 169  89]",[ 76  61 169  97  76  61  22  97]
"[ 43 180 154 104 110  82  67 168  36 180 139 142  21   2  56  76  36 180
  22  31 170 126  76  18 142  76 142  67  61  76  18 142]",[142  67  61 142  18  67 142  67]
"[102 171 139 162 102 171 139 162  35  42 164 145  35  42 164 145  82 172
  80  56  82 172  80  56  59 145  52 102 171 172 139  22]",[ 38  22 162  82 172 162  80  56]
"[126  92  37  92 180  92  76  37  92  46 126  92   2  37  92 172 180  92
  76  37  92  22 126  92  37  92 180  92  76  37  92  46]",[ 92   2  37  92  38 113  92 142]
"[126 126 180 126 180 126 180 126 180 177 180 117 135 171 180  22 113 180
  14 169 180  22  22  97 180 176 180  45  86 135 176 126]",[135 180 117 135 180  14 135 123]
"[ 52 171 160  76  56 123 145 171  42  56  38 123 171  38  11 139  38  28
 172  38  17 139  46  28 122  56  17  38  76 165   2  56]",[ 38   2 117 122  76 160   2  38]
"[ 50 161  50 146 129 158 129  29  49  49  29  49  29 109 131 109 131 109
 131  69 144  34 118 162  55  55  40  55  40 165 165 165]",[165   7 165  81  47   5  47   5]
"[ 58  46 162   8 169 156  71 145  87  51 170 143  90 169  25 159 172  79
  44 162  89  79  44 162  89  24  18  76  15  24  18  76]",[174 155  21  47 174 155  21  47]
"[ 99 169 169 172 169 145  99 169  38  38  37  17  37  15  97  76  37 145
 142 145  21  38  76 169  76  99  38 142 143 100  85 165]",[ 61  97  79 100  61  97 169  86]
"[131  34 131  34 131  34 131  34 131 157 116 131  39 153 161 106  94 131
 153 144 106 144 106 144 106 144 106 144 106 167  58 167]",[167  90 167 120 167  58  61  51]
"[ 91 156  91  87 169 124  37 156  97  40  37  47 156  97  37 156  24 156
  24 129 100 129  58 156  97 156  24  75  47 156  24 156]",[129  37 129  58 156  99  40 143]
"[ 46  87  46  25  46  25 128  25 128  16 147 168  87  59 147 164  82  59
 164 104  80   5  80  88  38  63 142 102  80  53 142  56]",[ 88   5 142  79 102 164  59  55]
"[125 157 125  43  50 107  43 107  43 125 157 107  30 157 125 157 170 157
 171 153 157 125 157 170 157 171   4 157 125 157 125  43]",[107  43 107 125  43 107  30 157]
"[178  36 150  30   7 136 133  51  66  97  61  97 178  36 150  30   7 136
 133  51  66  97  61  97  99  97  42 123  99  97  42 123]",[ 97  50  47 145  15 170  89 145]
"[180  28 161 124 180  28  58 113 123 180 103 117 123 180  39 100 123 180
 116 100 113 180  90 117 124 180  39 123  15  92 103  58]",[ 92  42  58 180  92  42 103 180]
"[ 56 136  56  17  56  17  56 136  38  92  46  56  92  38  46 148  46  11
  46  11  59 148  59  11  59  11 148  11  11  46 148  46]",[46 11 46 87 21 11 38 46]
"[147 147 101 147 101 101 147 101 101 147 101 101 147 101 101 147 101 101
 147 101 101 147 101  91 147 101  19 155  19  19  19  19]",[21 19 19 21 19 19 38 19]
"[ 46  88  56 143 162  56  46  56  53  46  38  56 172 144  46  88  38  36
 142  38 142 102  53  80 102  80  80 144  80  88  79 142]",[102  82  55  59  82 102  80 144]
"[124  35 154  73  55 154  73  73  95 113  95  24  95 117  95 174 137   9
 154 104 110  59 113  67 168  80 125 168  67  59 110 104]",[180 137   9  35 126 104 110  82]
"[ 56  17 145  42 145  56  37 145  42 145  37  46 145  56  42 162 145  22
  37 145  42 145 153  28 145  42 145 153  28 145  42 153]",[106  28  50  11 106  50   4  28]
"[164 180 164 136  38  15  82  38  82 164 136  38  15  82  38  82 164 136
  38  15  82  38  82 164 136 129  96 129  96  29  10  46]",[102  46 102  59 129  46  15 102]
"[ 24  76  89  91  46 180   2  91  21  47 142  21  16   2  46 113   2  46
  16  76  22 180  98  47  22  98   2  97  43  76 180  43]",[ 97  43  22 180  76  43   2 123]
"[171 126  11 126  11 126 171 126  93  11 162  18  11 145 171 145  11 145
  11 145 171 145  11 162  57  11 126  52 126  11  56  14]",[ 14  52  14  22  14  52  64 145]
"[127 145 127  30 117 127 100 117 165 117 100 117  44  18  44 127 155 150
 127 127 127 127 170 127 127 171 127 127 149 105 105 105]",[ 52 105 105 172 105 105 172 181]
"[100  56  22  56 171 165  56 171  56  52  56  52 123  89  56 170  30  56
 170 135  56 145 135  34 178  34  43  43  98  56  83  76]",[139 142  21  76 171 169   2 125]
"[ 79  37 121  37  85  37  85  37  85  37 121  37  85  37  86  37  17  85
  11 121  99  89 177  89  79  37  79  65 121  86  86  58]",[ 58 121  24  46   2  21  21  21]
"[142  80 120 170 172 170 139 120 145  52 171  52 171 172  80 170 129  59
  80 139 145 129  80 102  80 102  67  80 120 170 172 170]",[120 145  52 171  52 171 172  80]
