x_test,future
"[ 51 120  71  21   8 142  21 142 139   8 168 139   8 168  67   8  59  67
  59 110   8 104 110   8 104  58   8  33 120  33  33  58]",[ 39  51 120   2  33  21   2  21]
"[171  82  76  21 170 171 123  56  21 170 171  56  21 170 171  80  56 122
  52 102 172  82  56 122  52 172 123  56  21 170 171  56]",[170 171  97  56 122  52 172 124]
"[ 28 123  42 127  89 160 162 123  11  42 171  89  11  42 170 160  11  42
  52  93  28  92  42  92  28  92  28  92  42  92  28  52]",[28 92 42 92 28 92 28 92]
"[  5   5  46 169 124 100  50  47 162  37 169 124  50  47 162  37  52 165
  50  47 172  28  46 172  97 100  50  47  76  17 172  97]",[ 47  76  17 169 124  50  47 162]
"[151  97  99  17  99  61  97  99  92  99  61 101 164  67 142  38 142  67
  21 151  67  80  21  76 172 170 151 172  76 172 128  76]",[ 21 147  59 168  21  46  22 170]
"[154 180 137   9 154  92 104 110  59  67 168 139  89 142  21   2  92  46
  76  22  76  46   2  37  46   2  38  92   2  38  21  38]",[122  47  21 122 142  92 122 142]
"[ 53 136  53 136  53  30 103  30 103  30 103  30 103 129  65 129  65  12
 161  12 161  91   6  91   6  29  71  29  71  71  71  71]",[ 71  10  38   5  94 141  10  38]
"[ 53   6 130 147 119  58  57   6 130 119  65 156  18  98  98 156  98  97
 143 104  44  65  89  91  69  65 143 179 113  65 147 101]",[  6 147  46  76  47  16  22  16]
"[ 96  90  10 116 126  68  33  98 126  33  10  96  52  10  96  10 180  68
  84 180 103 103 170 150 170 150  52 170 126 170 126 150]",[177 157  30 157  30  39  42 161]
"[169 126  24  54  67 117  24  54  67 117  24  54  67 117  24  54  67 117
  24  54  67 117  24  54  67 117   3 165  67 113   3 124]",[ 97   3 123  67  47   3 180  67]
"[  6  89  17 174 180  92  47 113  89  89  89  89  89  16  47  44  89  16
  44  47  89  25  44  97  89  16  44  47  89 151 180  44]",[ 16 113  47  89  89  89  89  89]
"[ 24  25 174  25 174  91 130  98 156  98 156  91   8 151 174  76  91 130
  91 130  91 109  24  25 174  25 174  91 130  98 156  98]",[ 91   8 151 174  91 130  98 156]
"[170 169 162  50 169 169  50  76 162 145  76  56  42 111 111  34  34  34
  34 157 157  36  36 178  36 150  30   7 136 133  51  66]",[ 61  97  56  42 111 111  34  34]
"[154 154  78  78   9   9  78  78 154 154  69 147 104 104  91 128 104 104
   2 122 122   2  21  21  91 122 122  91  21  21 157 157]",[122 157 157  21  21  43 177   2]
"[176  43 116 171  39 160  33  51  43 103 176  43 125 157  94 176 103 125
 114  94 176  43 146  21 125 157 122  21  33 171 160  51]",[ 90  36  78  76  36 180  22 107]
"[149 117 149 160 139 149  10 103 177 117 177 160 171 177 103 117 160 171
 112 103 124  11 164 132 159  56 123  10  42  82  10  90]",[124  74  11 102  10 112  18 124]
"[ 50  47  11  37 169 124  50  47  11  37   5   5  79  79  41  41  79  79
  79  79   5   5   5   5  46 169 124 100  50  47 162  37]",[124  50  47 162  37  52 165  50]
"[ 38  80  49  38  56  38  56 172  38  49  56 172  56  49 172 145 172  49
 145  42 172  49 145  42 145  49  42  17  42  49  17  15]",[152  15  17  42  17  15 123  15]
"[ 17 122  50  80  52  46  88 144 162 136 146 171 135  94 171  56 145  42
 145  56  38 160 123 160  42  56  17 145  56  38  15 165]",[ 17  46  28 172  46  17 122  50]
"[169  38   2 172  38  46  52  38 122 172 142 139  52  80 139 145  80  35
  50 164  59  11  82 164  42  59  82 145 102  80  29  15]",[165  50  47 145  15  52  28 169]
"[ 80 102  67  59  71 146  33  25  71 146  33  25  71 146 169  79 172 162
  76  46  38 122 142  80 102  82 120 144 116 143 120 144]",[143 120 144 151  21  80  67 104]
"[ 66 174  43   8  43   8  66 103  66 103  66   8  66   8  66 103  66 103
  66  51  66  51  43   8  66   8   4   4 122 168  82 102]",[139 122  21   2  56 162  22 171]
"[172 165  63  18 172 165   5 155 172  46 122  80  59  80  46  50 122  52
  80 172  59  46  35 122  80 172 102  80 142  81 102 142]",[  5  80 122  38  10 142  38  46]
"[176 125  14 176 135 176 135  33  36  78  43 176  43 176  98  33  68 176
  98  33  98  33  68 176  98  33  20 120  20   2   2  68]",[ 98  21 176  52  42  76 150 150]
"[ 77  93  28 100  37  52  46 165  17 169 113  92  85 124  11 143  76  97
  15  37  11  99  22  97  99  44 151 165  97  15  89 151]",[ 99  46 113 142  85 168  82  59]
"[ 94  32  94  32  94  32 171  32  94  32  94  32  94  32  94  32  94  32
 171 127 125 150 125 150 125 150 125 150 125 150  21 150]",[150   2 150 176 150  56 150 157]
"[ 21  67  80  67   2 104  67  80  21  67  80  67   2 104  67 168  21  59
 168  59  46 104  59 139  38 102 139 102  46 164 102  80]",[ 82  80  82  38 164  82  46  52]
"[132 103 132  94 132 103 132 156 156  68 141 141  71  71  71  71  68 132
 103 132  94 132 103 132  29  49 173 136  68 132 141  71]",[ 71  91 151  91  97  61  97 120]
"[129  40  71   5 120  79 129 120  79  55  79  55  79 100  79 100  79 100
 108 100 108 100   7 100  18  79  93 100 165  63 165  63]",[ 79 100  18  79  93 100 165  63]
"[ 39  87 170  89 169  37 172  17  22  92  76  99  46  50  86 180 169  92
  87  92 170  50  83  39  83  39  83  39  83  39   7  22]",[ 87 170  89 169  37 172  17  22]
"[165 145  18  99 105 145  18  46 181 172  44  46 181 172  44  50 124 172
  44 139  48  46  44 139  48  46  44 171 113  46  48  10]",[135  88 135  88 135  88 135  88]
"[171 171  76 171 126   2 126 139   2  76  76  99   2  76 171 171 160  76
 171 126 126 180 171 126  99  99  97 126  99 160 126 180]",[126  99 160 117  84  33 177 103]
"[124 142   2  28 122 172  11  38 172 124   2 172  97 122 171 123  38 145
 117  56  42 165 172  11 124 171 145 160 162  11 124 172]",[ 17 162 172 124 126  11  28 172]
"[  8 160  92  50  11  92 160  92 160  92  11  44  92 160 170  93  28  92
 126  28  92  52 155  57 160 155  11  57 170 155 160 105]",[155 171  57  92 126  52  92 126]
"[175   7  54 117 177 177 160 139  54 177  54 175 146  54 117 149 149 160
 139  54 149  54 175  10  54 117 177 177 160 171  54  54]",[177  54 117 160 171  61 105  97]
"[176  86  86  88  88 179 179  29  29  91  91  88  88 179 179  29  29  91
  91  88  88  60  60  29  29  91  91  88  88  60  60  29]",[91 91 29 29 49 49 88 88]
"[138  39 138  39 138  90 155  39 120  19   8 147 103  20  39 125  57 166
 149 107 166  74  33 166 116 113 153 153  51  51 153 116]",[ 33 161  44 138 138   8   8 138]
"[126 139 170   4   4   4   4   4   4   5   5   5   5   5   5  32 177 122
 126  21  42   2  99  21  42   2  99  56  92  76 160  56]",[ 76 160  56  92   2  99  21  42]
"[127 117  38  82   2 117 122 110  38 139 164 122  80  35 139  93 102   9
  80  82  73 139  18 164   9  80  15  35  73 102   9  82]",[164  73  49  73 164  73 164  82]
"[103  52  42 161  92   8 123  89 160  42 160  89  33 117  28   8 160 161
  99 160 103  28 116 123  89 160  42 160  89 160  89 123]",[123 117 103 127  62  62 157 126]
"[145  54 157  62 171  62 136  62  56  62 146  62  38  62 157  62 139  62
 136  62  82  62 146  62 110 152  86  10 164  10 143  10]",[ 10 143  10 143 164  10 143  10]
"[103  58   8  71   8   8 103 103  51 120  71  21   8 142  21 142 139   8
 168 139   8 168  67   8  59  67  59 110   8 104 110   8]",[ 58   8  33 120  33  33  58  58]
"[162  37  76  17 162 160  76  17  46  11  76  17  46  11  38  99 170  50
  22  92  46  89  21  47 168 113  59  44 104 155 137  48]",[140 140 112 112 172  99 162  11]
"[126 103  99 160  58 113  37  42  58 126  58  42  37 116  57  37  92 126
  92  37  51 117 160  99  51 126 103  99 160   8 127  89]",[  8  42  39  92  89  58  57 180]
"[ 69 148  55 163  61 156  24  24 143  15  97  91  25 174 174 172  91 174
  53  69  98  87  55  22  69  87 119  97 101  53 151  97]",[119 169 170  44  65  89  91  69]
"[103 103   8  61  51  76  76  76  61  76  76  76  76 134  56  56  76  76
  76  76  76  76 151  21  21  76  76  76  76  76  76 134]",[ 46  76  76 168 168  38   8  25]
"[ 37  76   2 126  52  28  76  22  44  50 170  89  22 172  99 170  89 172
  46 113  50 170  89  46  46  50 170  89  46  76  47  50]",[ 89  22  22  50 170  89  76  22]
"[145 169 145  42 126 180  42 126 169 126  42  56 176  37  42 126  22 126
  42 126  42 126 162 171 160 126  11 162 176 117  11 126]",[126  11 126  11 126 171 126  93]
"[ 28  92  46  28  92   2  93  11 162  28  11 102  28  11 139  28  11  21
  93  11 139  28  11  82  28  11  80  28  11 168  93  92]",[ 28  92 168  28 122  92 168  28]
"[123 142  15  38 123  56 113  22 100 169  18 145 127  42  48 145 127 169
  18 145 127  42  48 145 127 169  18 145 127  42  48 145]",[169  18 145 127  42  48 145 127]
"[ 28  88 143  17  11  42  49  50 145  52 144 169 172 162  88  56  46  88
  38 143 122 142  80  49 102  82  46 144  38 122 142  88]",[102  88  82 143  59 164  35  49]
"[145  38 165  15  42  15  56  17 145  38 117  15 160  15  46  11  21 170
 117  89 160  89  46  11 122  52 165  28  17  28  46  50]",[169 165  17 168 145  17  80 145]
"[ 52 123 171 124  10 159 135  88 135  88 135  88 135  88 136  17 172  82
 145 123 127  47 155 123 127 124 181  89  44  15  18  47]",[136  47  15 136  28 160  17 136]
"[ 52  32 135  32 145  54 157  62 171  62 136  62  56  62 146  62  38  62
 157  62 139  62 136  62  82  62 146  62 110 152  86  10]",[ 10 143  10 143  10 143  10 143]
"[121  51  51  51 130 130 130 135 135 135  51 156  51 156  51 156 111 174
 111 174 111 174 130 153 130 153 130 153 135  24 135  24]",[ 24 156  43 156  43 156  43 156]
"[ 11  11  92  11  99  11  11  11  90  17 120 145  51 145 145  71  11  99
  50  99  50  51 145  39  37  51 145  90 145 145  71  92]",[ 99  11 145  90 169 159  28  90]
"[160 117  97  89   8 160 103 117  97  89 103 160   8 117  97  89   8 160
 116 117 123  89 116 160 103 117 123  89 103 160  51 117]",[ 28  51 160 103 117 180  28 103]
"[176 139   3 176 170 157 171 153 157 125 157 170 157 171   4 157 125 157
 125  43  50 107  43 107  43 125 157 107  30 157 125 157]",[157 171 153 157 125 157 170 157]
"[100 143 105  76 100 143 105  76 100  24 105  38 100  24 105  38 100 156
 105 142 100 156 105 142 100  61  24  61  24  61  24  61]",[ 61  24  61  24  61  61 169 145]
"[ 43 180 160  99 126  43 126  36 126  98 126 160  99  97 180 160  99 160
  97  99 180  97 160 180  99 160  97  99 180  97 160 180]",[160  97  99 180  97 180 160  99]
"[102  46 102  59 129  46  15 102  46 102  59 129  29  10  29  10  68 112
  38  15  82  38  82 164 136  38  15  82  38  82 164 136]",[ 15  82  38  82 164 136 146  96]
"[145 112  56 162 171 170  42  20  56 170 131  56 124  88 172 146  68 107
   1 112 132 145 171 162  83  18 112  52 171  91 126  18]",[ 68 124  88  97 146 132 145 171]
"[ 84 135  84  57 177 180  45 180  14 180 177 180 177 180 177 180 177 180
 135 117 177 180  84  97 180 177 160 177 135 177 177  13]",[177 160 177 177 177 177  32 177]
"[ 74 124 162  11  80 126 142 145 122  52  38 169  74 124 162  11 181 102
 124 142 145  38 169 142 145  38 169 142 145  38 169 142]",[ 38 169 142 145  38 169 142 145]
"[ 37  67 154 169 104 135 110  59 169  67  67  37 102 169 102  87 102 169
 102  37  67 169 115 110  52  67  89 168 170 168  50 168]",[ 67  37 168 145 168  99 168 145]
"[160  37  28  94  94  94  94  94  94  94  94  94  94  94  94  94  94  89
  28  89  94  94  94  94  94  94  94  94  94  94  94  94]",[ 94 125  23  16 113  47  89  16]
"[113  76  97  46  47   2 180  21  89 142  37  21  89   2 180  46  47  56
 123  22 113 169 100 145  18  42 127 145  18 169 100 145]",[169 100 145  18  42 127 145  18]
"[ 17  99  21  80  89  17  99  80  67  15  37  99  67 104  47  89  17 104
 154  47  89  11 154  73  97  89  99  73  95  97  15  99]",[73 44 17 99 89 17 99 21]
"[ 30 116 129 111 129 157 129  30 129 116 129 111 129 157 129  30 129 116
 129 111 129 157 129  30 129 116 129 111 129 157 129  30]",[116  90 129 158 144  87 129 158]
"[ 82 102 168 102 117 110  82 102 160 168 139 122  21   2  46 113  21   2
  46  92 162  22 171  52 170 122  57 168 139 122 180  21]",[ 56 162  22 162  54   2  56 162]
"[162  76  46  38 145  52 171 172  52 162 171  76 172 162  76  46  38 145
  52 171 172  52 162 171  76 172 162  76  46  76 172  46]",[ 38  76  21  46 142  38  80  21]
"[ 16 147  16  87  87  87  87  87  87 136 136  87  87  69  69  69  69  29
  29  69  69  98  98  98  98  88  88  98  98  86  86 120]",[ 51 121  51  87   8   8  69  39]
"[135  94 135  94 116 150  20 116  66  51  61  51  43   8  89  66  89  66
   8  43  89  43  89 138   8  34  89  34  89  66   8  43]",[43 89 43  8 44 66 44 66]
"[ 80 180 179  15  80  89 179   8 179   8 179   8   8   8   8   8   8   8
   8 112  71 112  71  61  24  61  24  61  24  61  24  61]",[61 24 61 24 97 15 37 99]
"[160  99 126  43 126  36 126  43 126  84  34 180  37  30  92 126 135 180
  37  92 126 180  37  92 126  42 126  99 126 135 180 160]",[ 99 126 176 180  43  33 160  99]
"[123 162 155  94  47  56 127  42 150 170 171  42 172  14  93 171  54  14
 117  52 152  14 165 171  54 160 177  99 126 160 170 127]",[123 160  42  89  52 152  28 165]
"[159  28  99 159  28  42 103  89  42 159  28  42  90 160  42 116  17  42
  52  42  17  42 116 160  42 116  17  90  42 116  52 120]",[ 71  92  58  42 161  92 116  52]
"[ 67 139 139 160  67 139   2 139  37  82 123  89 104  82 139 139  42  82
 139  21 139  99 110 180  92 154 110 168 168 126 110 168]",[168  42 110  99 160   9 110  67]
"[126 169  90  37  92 126 169 103  37  92 126 169  37  92   2 126 171   2
 160  11   2 126 171  38 160  11 126 171  18 160  11 126]",[160  11 145 171  76 160  11 145]
"[165  15  17  15  42 172 140 162  76  46  38 122 139  80 102  67  59  71
 146  33  25  71 146  33  25  71 146 169  79 172 162  76]",[ 38 122 142  80 102  82 120 144]
"[ 46  50  52  28  38 145 172  17 172  17 122  52  46  50  46  50 102 162
 139 171 102 162 139 171  80 172 172  17 172  17 142 169]",[145  38 145 122  52 172  17 172]
"[124  11  17  42 126 145  37  52  28 169  15 172 180 123 124  11  17  42
 126 145  37  52  28 169  15  52 180 169  15 172  28 169]",[172  28 162  37 172  28 162  37]
"[126 180  42 123  11 124 106  33  74  33  74  74  33  74  33  74  33  74
  33   8   8   8   8   8   8 138 113 123  89  92 113 123]",[ 39  92 116 113 123  89 116  92]
"[ 57 162 155  76  57   2 105  46 181   2 105 122 152  54 175  54  54 175
  54  54 175  54  62 127 105 127  18  57 127  62  93  18]",[ 57  62 117  93  62  18  56  62]
"[171  21 160  11 126 171 160  11  21 170 171 142 160  92 139 170 171 142
 160  92 170 171  57 160  92 170 171 160  92  21 126 169]",[ 37  92  46 126 169  76  37  92]
"[ 76 143 111  99  76 143  56  76 125  76  99  76 125  76  98  76 133  76
 178  76  77 111  84  76 134  56  76  89 111  66  76  89]",[ 76  66  76  89 162 162  66  46]
"[ 46  89 142 180  98   2  97  24  76  89  91  46 180   2  91  21  47 142
  21  16   2  46 113   2  46  16  76  22 180  98  47  22]",[  2  97 179  76 165 179 172  47]
"[ 90 124 180  28  90  11  39 124 180  28  39  11 159  97 180  89 159  99
   8  97 180  89   8  99 138 123  89  92  42 123  89  92]",[ 42 116 123  89  92 116  42  39]
"[110 168 168  45 110 168 142 168 110 117   9 110  67  67 177 110  67 139
  67  76 180 117   2  76 171 171 160  76 171 126 171  37]",[123  89  21  56 171 171  42  56]
"[ 67 180  82 156 100  97 156 168  97  67  97  44 139 174  97 114  31  33
 168  43 176 126 180 177 117 180 171 135 180  22 113 180]",[ 14 180  22  22 180  97 176 180]
"[ 22 147 169 169  47 147 170 147 119  97 172  22 162  76  56  46  21  44
 151   2 151  46 113  38 147  21  80 168  21 147  46  76]",[122 142  80 168 142  76  76  57]
"[125 150 125 150 125 150  21 150 125 150   2 150 176 150  56 150 157 150
  56  57 157  32 157  32 157  32 157  32 157  32  76  32]",[32 43 32 43 32 43 32 43]
"[ 32 171  32 135  32  52  32 135  32 145  54 157  62 171  62 136  62  56
  62 146  62  38  62 157  62 139  62 136  62  82  62 146]",[110 152  86  10 164  10 143  10]
"[116  92 120 113  89 160 120  92  39 113  89 160  39  92 166 113 180  28
  92 113 180  28  33  92 161 113 180  28 161  92  33 113]",[ 28  33  92  90 124 180  28  90]
"[146  96 146 132  49  76 172 145  99 172  97  76 165  38  18  80 105  67
 152 156  49 156  49 156  49 128  25 128  25 128  25 174]",[ 56  22 170  42  22 123  56 113]
"[ 28  92  42 162 124 180  11 180  28  11  47  89  11 162 180  28  11   2
 161 124 180  28 161 124 180  28  58 113 123 180 103 117]",[180  39 100 123 180 116 100 113]
"[180 168  56 168  82  34  22 180 142  22 142 168  98  76 180   2  76   2
  67  43 139 180 110 139 110   9 135 142 180  82 142  82]",[ 34  56 180 142  56 142  82  98]
"[171 170  42  56 153  42  52  22  52  42  52  42  52  22  52  42  56  37
 124 169 126 162 160 171 126 171 180 126  11 126  97  99]",[ 52 123  28  92  42  92  28  92]
"[ 11  70  50  52  11 162  18  11 134 145 169  11 162 181  11 144  50  52
  11  42  22  93  50 145  52  28 169  52 145  50  42 162]",[ 11  70  50  52  11 162  18  11]
"[ 34  52 136  28  92 146  42  52 107  28  92  42  52  28  92  42  52 145
  52 126  52 107  28  11 131 126  52 106  28  11 126  52]",[ 11  12  52 109  52   2  12  52]
"[123 180  39 100 123 180 116 100 113 180  90 117 124 180  39 123  15  92
 103  58 180  92  42  58 180  92  42 103 180  92  58  42]",[180  92  58  42 103 160  99 126]
"[ 99  17  99  65  97  65  50  65  92  50 159  97  99  17  99  97  50  92
  58  50   8  97  99  17  99 147  97  50  92  50 151  97]",[ 17  99 147  97  50  92  50 151]
"[ 15  28 160  17  11  42  50 126 145  52 171 172 162  56  46   2  38   2
  38 122 139  80 102  80 102  80 102   1  80 102  80 102]",[102  80 102  80 102  80 102  80]
"[ 61 147 151 147 133   5 101  55 151 151  97 151  61 151  61 151  61 151
  61  61 151 151 151  61 133  61  89  61 151  61 151  61]",[151 151 133 151 101 151 151 151]
"[118 118   8   8  25  25 174 174   6   6  87  87   3   3  40  40  65  65
 143 143 158 158  29  29  53  53  88  88 109 109  12  12]",[ 1 68 68  3  3 30 30 64]
"[110  82 176  99  67 168 139 142  21   2  42 176  21  56  92   2  76  99
   2  22  42 176   2 171  99   2 169  92   2 139  27 168]",[ 27  82 110  12 160  82 102  12]
"[174 174 174 174  66  44 100  44 100  66 117 113  66 117 113  66  97  47
  97  47  66 180  89  66 180  89  58  84  78  58  78  78]",[ 78  84  57  44  57  44  84 100]
"[178  18 113 123  15 178  15  92 178  42 145  79  44 124  47  89  79  89
  11  79  50 170 178  18 113 123  15 178  15  92 178  42]",[ 79  44 124  47  89  79  89  11]
"[ 18  44  18  44  18  44  18  44  51  18  44  18  44  18  44  18  44 120
  18  44  18  44  18  44  18  44  90  18  44  18  44  18]",[ 18 117 159 159  71  71  33  33]
"[ 56  88 162 172  36 162 143 172 162  36 172 122  53  38  46 144  59 164
 131  59 164 106  59  82  88 102  80  36 102 143  80 102]",[ 80  35  53 164  59 144 164 131]
"[ 80 122  67  80  67   2 110  67  80 122  67  80  67   2 110  67  80 122
  67  80  67   2 110  67  80  21  67  80   2  67  21 104]",[  2  80  21  67  80  67   2 104]
"[ 42 172  17 172  17 122  52   2 126 122  52   2 126  38 145 145  15 145
  15  46  50 162  11 162  11  56  42 145  15 145  15 162]",[171 160 162  11 171 160 172  29]
"[160  11 126 180 160  11 126 131  52 107  12  52 131 106 106 126  52 161
  28  11 126  52  12  52 109  52  12  52  34  52 136  28]",[146  42  52 107  28  92  42  52]
